I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
44	ERVV-2	ENSG00000268964	hsa-miR-7851-3p	MIMAT0030426	0.986569286449394
45	MAGEC1	ENSG00000155495	hsa-miR-649	MIMAT0003319	0.9864603575232
46	SRRD	ENSG00000100104	hsa-miR-7851-3p	MIMAT0030426	0.985915303935783
47	CLEC12A	ENSG00000172322	hsa-miR-7851-3p	MIMAT0030426	0.985582513049634
48	ZDHHC21	ENSG00000175893	hsa-miR-649	MIMAT0003319	0.985500916642609
49	DNAJC24	ENSG00000170946	hsa-miR-3682-3p	MIMAT0018110	0.984583566643624
50	EPC1	ENSG00000120616	hsa-miR-3682-3p	MIMAT0018110	0.98412540165308
51	CHD9	ENSG00000177200	hsa-miR-217-3p	MIMAT0037308	0.98402455842127
52	LCMT2	ENSG00000168806	hsa-miR-7851-3p	MIMAT0030426	0.983753059850559
53	GLP2R	ENSG00000065325	hsa-miR-7851-3p	MIMAT0030426	0.982977932839931
54	OR51I2	ENSG00000187918	hsa-miR-3682-3p	MIMAT0018110	0.982898165829751
55	NRCAM	ENSG00000091129	hsa-miR-7851-3p	MIMAT0030426	0.982530245962387
56	TMEM239	ENSG00000198326	hsa-miR-7851-3p	MIMAT0030426	0.981972338969721
57	FZD3	ENSG00000104290	hsa-miR-217-3p	MIMAT0037308	0.981930690717868
58	JRK	ENSG00000234616	hsa-miR-649	MIMAT0003319	0.981753609582829
59	ZPLD1	ENSG00000170044	hsa-miR-7851-3p	MIMAT0030426	0.981081538281532
60	NCBP3	ENSG00000074356	hsa-miR-7851-3p	MIMAT0030426	0.980907425475056
61	SPRED1	ENSG00000166068	hsa-miR-649	MIMAT0003319	0.980568174695626
62	ST6GALNAC5	ENSG00000117069	hsa-miR-7851-3p	MIMAT0030426	0.980401621453932
63	TMCO1	ENSG00000143183	hsa-miR-7851-3p	MIMAT0030426	0.980088968858986
64	ATP8B3	ENSG00000130270	hsa-miR-3682-3p	MIMAT0018110	0.980043649736123
65	MARK3	ENSG00000075413	hsa-miR-649	MIMAT0003319	0.979698256823122
66	FGG	ENSG00000171557	hsa-miR-7851-3p	MIMAT0030426	0.979560853753731
67	ELMOD1	ENSG00000110675	hsa-miR-7851-3p	MIMAT0030426	0.979240533670525
68	AL121594.1	ENSG00000258790	hsa-miR-7851-3p	MIMAT0030426	0.979099151214363
69	MGAT4C	ENSG00000182050	hsa-miR-3682-3p	MIMAT0018110	0.978636233902555
70	ZNF281	ENSG00000162702	hsa-miR-649	MIMAT0003319	0.978480170894771
71	TP53TG3F	ENSG00000278848	hsa-miR-217-3p	MIMAT0037308	0.978334806977952
72	CRYZL1	ENSG00000205758	hsa-miR-3682-3p	MIMAT0018110	0.978319685264518
73	KIN	ENSG00000151657	hsa-miR-649	MIMAT0003319	0.977971297144936
74	PEG3	ENSG00000198300	hsa-miR-649	MIMAT0003319	0.977842564445054
75	MEGF9	ENSG00000106780	hsa-miR-7851-3p	MIMAT0030426	0.977201079036087
76	MAN2B2	ENSG00000013288	hsa-miR-7851-3p	MIMAT0030426	0.976165997158698
77	TBC1D15	ENSG00000121749	hsa-miR-217-3p	MIMAT0037308	0.976099545802664
78	GOLM2	ENSG00000166734	hsa-miR-649	MIMAT0003319	0.975932381969342
79	ZBTB20	ENSG00000181722	hsa-miR-3682-3p	MIMAT0018110	0.975752602174403
80	PATZ1	ENSG00000100105	hsa-miR-7851-3p	MIMAT0030426	0.97573654100763
81	DSG2	ENSG00000046604	hsa-miR-3682-3p	MIMAT0018110	0.975447032851469
82	MRTFB	ENSG00000186260	hsa-miR-3682-3p	MIMAT0018110	0.975394058023937
83	UBR3	ENSG00000144357	hsa-miR-7851-3p	MIMAT0030426	0.975304888871504
84	ZIC5	ENSG00000139800	hsa-miR-649	MIMAT0003319	0.975244752196113
85	ZNF853	ENSG00000236609	hsa-miR-3682-3p	MIMAT0018110	0.974878429126173
86	AC104389.5	ENSG00000239920	hsa-miR-3682-3p	MIMAT0018110	0.974686976377149
87	PHIP	ENSG00000146247	hsa-miR-7851-3p	MIMAT0030426	0.974457660386824
88	BTN3A1	ENSG00000026950	hsa-miR-3682-3p	MIMAT0018110	0.974379185842749
89	METAP2	ENSG00000111142	hsa-miR-7851-3p	MIMAT0030426	0.974256797742933
90	FAXC	ENSG00000146267	hsa-miR-7851-3p	MIMAT0030426	0.974070766690731
91	GASK1B	ENSG00000164125	hsa-miR-3682-3p	MIMAT0018110	0.973801112754489
92	ABL2	ENSG00000143322	hsa-miR-7851-3p	MIMAT0030426	0.973527440365627
93	CCR1	ENSG00000163823	hsa-miR-7851-3p	MIMAT0030426	0.972339023708256
94	ZC3H14	ENSG00000100722	hsa-miR-217-3p	MIMAT0037308	0.971499614129323
95	VEGFD	ENSG00000165197	hsa-miR-7851-3p	MIMAT0030426	0.97136953142681
96	BCAS2	ENSG00000116752	hsa-miR-3682-3p	MIMAT0018110	0.970547587191556
97	KMT5A	ENSG00000183955	hsa-miR-649	MIMAT0003319	0.969670130941705
98	CEP350	ENSG00000135837	hsa-miR-217-3p	MIMAT0037308	0.968590985243525
99	BICRAL	ENSG00000112624	hsa-miR-649	MIMAT0003319	0.968317012587567
100	ACSL6	ENSG00000164398	hsa-miR-3682-3p	MIMAT0018110	0.968196149110492
101	FRRS1	ENSG00000156869	hsa-miR-3682-3p	MIMAT0018110	0.96817198647536
102	SLCO2B1	ENSG00000137491	hsa-miR-7851-3p	MIMAT0030426	0.967452535561318
103	FOXJ1	ENSG00000129654	hsa-miR-7851-3p	MIMAT0030426	0.967396877814083
104	E2F2	ENSG00000007968	hsa-miR-7851-3p	MIMAT0030426	0.967283205298631
105	HELLS	ENSG00000119969	hsa-miR-649	MIMAT0003319	0.967150620020466
106	TRIM47	ENSG00000132481	hsa-miR-7851-3p	MIMAT0030426	0.967142284205742
107	GPR173	ENSG00000184194	hsa-miR-3682-3p	MIMAT0018110	0.966633729067184
108	CABYR	ENSG00000154040	hsa-miR-217-3p	MIMAT0037308	0.966365365390953
109	MGAT4C	ENSG00000182050	hsa-miR-217-3p	MIMAT0037308	0.966211420406108
110	C12orf50	ENSG00000165805	hsa-miR-217-3p	MIMAT0037308	0.965788836822547
111	MXI1	ENSG00000119950	hsa-miR-7851-3p	MIMAT0030426	0.965400756941924
112	TYRO3	ENSG00000092445	hsa-miR-7851-3p	MIMAT0030426	0.964535835700369
113	KITLG	ENSG00000049130	hsa-miR-649	MIMAT0003319	0.964451921922859
114	OR6C75	ENSG00000187857	hsa-miR-3682-3p	MIMAT0018110	0.963988977878085
115	RSBN1	ENSG00000081019	hsa-miR-649	MIMAT0003319	0.963323938140298
116	MAX	ENSG00000125952	hsa-miR-7851-3p	MIMAT0030426	0.963061669157866
117	CAMSAP2	ENSG00000118200	hsa-miR-649	MIMAT0003319	0.962740285345221
118	CBL	ENSG00000110395	hsa-miR-7851-3p	MIMAT0030426	0.961072542964797
119	C5orf24	ENSG00000181904	hsa-miR-217-3p	MIMAT0037308	0.960665007723455
120	KCNAB3	ENSG00000170049	hsa-miR-7851-3p	MIMAT0030426	0.960591466546291
121	EREG	ENSG00000124882	hsa-miR-7851-3p	MIMAT0030426	0.960433494530245
122	AL022238.3	ENSG00000284431	hsa-miR-3682-3p	MIMAT0018110	0.959224953283657
123	AKAIN1	ENSG00000231824	hsa-miR-3682-3p	MIMAT0018110	0.959223126110913
124	MEIOC	ENSG00000180336	hsa-miR-217-3p	MIMAT0037308	0.959060390796027
125	TRMT9B	ENSG00000250305	hsa-miR-7851-3p	MIMAT0030426	0.958981264019779
126	CCNT1	ENSG00000129315	hsa-miR-3682-3p	MIMAT0018110	0.958815137519425
127	SRP14	ENSG00000140319	hsa-miR-3682-3p	MIMAT0018110	0.958593774839619
128	HCN1	ENSG00000164588	hsa-miR-649	MIMAT0003319	0.958482103971683
129	NTRK3	ENSG00000140538	hsa-miR-7851-3p	MIMAT0030426	0.95846688626712
130	YWHAZ	ENSG00000164924	hsa-miR-649	MIMAT0003319	0.957985787102306
131	CAND1	ENSG00000111530	hsa-miR-649	MIMAT0003319	0.957671462702101
132	FAM241A	ENSG00000174749	hsa-miR-7851-3p	MIMAT0030426	0.957537797578363
133	GEN1	ENSG00000178295	hsa-miR-7851-3p	MIMAT0030426	0.957050935538354
134	DPH5	ENSG00000117543	hsa-miR-7851-3p	MIMAT0030426	0.956964868767437
135	TTC9	ENSG00000133985	hsa-miR-3682-3p	MIMAT0018110	0.956344761062389
136	UBE2E3	ENSG00000170035	hsa-miR-3682-3p	MIMAT0018110	0.955890730714565
137	GGT7	ENSG00000131067	hsa-miR-7851-3p	MIMAT0030426	0.955583045457025
138	AK2	ENSG00000004455	hsa-miR-7851-3p	MIMAT0030426	0.955396350992672
139	KNCN	ENSG00000162456	hsa-miR-3682-3p	MIMAT0018110	0.955392860241854
140	GSK3B	ENSG00000082701	hsa-miR-7851-3p	MIMAT0030426	0.954811076258157
141	DYNC2LI1	ENSG00000138036	hsa-miR-3682-3p	MIMAT0018110	0.954689183862002
142	PCARE	ENSG00000179270	hsa-miR-7851-3p	MIMAT0030426	0.954603858343002
143	PDP2	ENSG00000172840	hsa-miR-7851-3p	MIMAT0030426	0.95449004086196
144	RHOU	ENSG00000116574	hsa-miR-7851-3p	MIMAT0030426	0.953921511040696
145	ZNF324	ENSG00000083812	hsa-miR-7851-3p	MIMAT0030426	0.953264647313076
146	BACH2	ENSG00000112182	hsa-miR-649	MIMAT0003319	0.953048915743807
147	PSMB9	ENSG00000240065	hsa-miR-7851-3p	MIMAT0030426	0.952992990106607
148	ACVR2A	ENSG00000121989	hsa-miR-649	MIMAT0003319	0.952941869347594
149	RTL6	ENSG00000188636	hsa-miR-7851-3p	MIMAT0030426	0.95275416859742
150	PROX2	ENSG00000119608	hsa-miR-3682-3p	MIMAT0018110	0.95241025463535
151	ARID2	ENSG00000189079	hsa-miR-649	MIMAT0003319	0.952037469139188
152	SGPP1	ENSG00000126821	hsa-miR-7851-3p	MIMAT0030426	0.951736023699177
153	LIPA	ENSG00000107798	hsa-miR-7851-3p	MIMAT0030426	0.951704449357767
154	HNRNPD	ENSG00000138668	hsa-miR-3682-3p	MIMAT0018110	0.951627508754578
155	SERF1B	ENSG00000205572	hsa-miR-7851-3p	MIMAT0030426	0.950909238106826
156	ACTR3C	ENSG00000106526	hsa-miR-7851-3p	MIMAT0030426	0.950647689071317
157	CD8B	ENSG00000172116	hsa-miR-7851-3p	MIMAT0030426	0.950037272296097
158	BCL2L11	ENSG00000153094	hsa-miR-217-3p	MIMAT0037308	0.949408630539758
159	FNBP1	ENSG00000187239	hsa-miR-3682-3p	MIMAT0018110	0.949195338491083
160	MAGI1	ENSG00000151276	hsa-miR-3682-3p	MIMAT0018110	0.948926798315293
161	FUT9	ENSG00000172461	hsa-miR-3682-3p	MIMAT0018110	0.948666786931274
162	ITPRID2	ENSG00000138434	hsa-miR-3682-3p	MIMAT0018110	0.948614968047362
163	MDGA2	ENSG00000139915	hsa-miR-7851-3p	MIMAT0030426	0.948466648366737
164	CCNG2	ENSG00000138764	hsa-miR-649	MIMAT0003319	0.948232276012636
165	PDGFD	ENSG00000170962	hsa-miR-3682-3p	MIMAT0018110	0.948206401062005
166	VAMP8	ENSG00000118640	hsa-miR-3682-3p	MIMAT0018110	0.947510768968026
167	FSD1L	ENSG00000106701	hsa-miR-649	MIMAT0003319	0.947491315401281
168	AL513165.2	ENSG00000256966	hsa-miR-7851-3p	MIMAT0030426	0.947426098244315
169	OR11A1	ENSG00000204694	hsa-miR-7851-3p	MIMAT0030426	0.94707580292663
170	SV2C	ENSG00000122012	hsa-miR-649	MIMAT0003319	0.946487533881607
171	ZNF131	ENSG00000172262	hsa-miR-7851-3p	MIMAT0030426	0.946204898230932
172	AKIRIN2	ENSG00000135334	hsa-miR-649	MIMAT0003319	0.945719756784696
173	SLC30A4	ENSG00000104154	hsa-miR-7851-3p	MIMAT0030426	0.94493379345177
174	ZBBX	ENSG00000169064	hsa-miR-3682-3p	MIMAT0018110	0.944761785824881
175	PCLO	ENSG00000186472	hsa-miR-217-3p	MIMAT0037308	0.944758973561133
176	KIAA1958	ENSG00000165185	hsa-miR-649	MIMAT0003319	0.94416110881563
177	GPR135	ENSG00000181619	hsa-miR-3682-3p	MIMAT0018110	0.943655764487774
178	GRIA1	ENSG00000155511	hsa-miR-649	MIMAT0003319	0.943562456211531
179	ELK3	ENSG00000111145	hsa-miR-217-3p	MIMAT0037308	0.9435429902759
180	SMAD2	ENSG00000175387	hsa-miR-217-3p	MIMAT0037308	0.943503274882872
181	TFB1M	ENSG00000029639	hsa-miR-3682-3p	MIMAT0018110	0.942670535484316
182	C12orf45	ENSG00000151131	hsa-miR-649	MIMAT0003319	0.942466274572779
183	VPS13B	ENSG00000132549	hsa-miR-649	MIMAT0003319	0.942099521101449
184	ZFC3H1	ENSG00000133858	hsa-miR-217-3p	MIMAT0037308	0.942084707075004
185	FAM78B	ENSG00000188859	hsa-miR-7851-3p	MIMAT0030426	0.941880643231094
186	UGP2	ENSG00000169764	hsa-miR-3682-3p	MIMAT0018110	0.941058886591247
187	QSER1	ENSG00000060749	hsa-miR-3682-3p	MIMAT0018110	0.94105514102976
188	SLC9B2	ENSG00000164038	hsa-miR-3682-3p	MIMAT0018110	0.940790263772838
189	CD8B2	ENSG00000254126	hsa-miR-7851-3p	MIMAT0030426	0.940757157682939
190	GALNTL6	ENSG00000174473	hsa-miR-649	MIMAT0003319	0.940055371021399
191	SLC35A2	ENSG00000102100	hsa-miR-7851-3p	MIMAT0030426	0.940043481960289
192	ZNF776	ENSG00000152443	hsa-miR-7851-3p	MIMAT0030426	0.939684258473585
193	RNF111	ENSG00000157450	hsa-miR-217-3p	MIMAT0037308	0.939457704895614
194	SLC4A7	ENSG00000033867	hsa-miR-217-3p	MIMAT0037308	0.939321832251305
195	LAS1L	ENSG00000001497	hsa-miR-217-3p	MIMAT0037308	0.938916817708389
196	SMC2	ENSG00000136824	hsa-miR-3682-3p	MIMAT0018110	0.938368428869909
197	HIPK1	ENSG00000163349	hsa-miR-217-3p	MIMAT0037308	0.938096034541587
198	HCN4	ENSG00000138622	hsa-miR-7851-3p	MIMAT0030426	0.938009429292321
199	ACSM1	ENSG00000166743	hsa-miR-7851-3p	MIMAT0030426	0.937434107706706
200	DPP8	ENSG00000074603	hsa-miR-649	MIMAT0003319	0.937401869585451
201	RPS6KA3	ENSG00000177189	hsa-miR-649	MIMAT0003319	0.937072829697249
202	AMOTL1	ENSG00000166025	hsa-miR-217-3p	MIMAT0037308	0.936941500351203
203	C12orf73	ENSG00000204954	hsa-miR-3682-3p	MIMAT0018110	0.936912111200873
204	LANCL2	ENSG00000132434	hsa-miR-7851-3p	MIMAT0030426	0.936910471184625
205	CACNG2	ENSG00000166862	hsa-miR-7851-3p	MIMAT0030426	0.936848645839214
206	FRMPD4	ENSG00000169933	hsa-miR-3682-3p	MIMAT0018110	0.936779167243322
207	COX7C	ENSG00000127184	hsa-miR-217-3p	MIMAT0037308	0.936617557254023
208	ATXN1	ENSG00000124788	hsa-miR-649	MIMAT0003319	0.936194656956905
209	PAXIP1	ENSG00000157212	hsa-miR-7851-3p	MIMAT0030426	0.936056012493484
210	TTC7B	ENSG00000165914	hsa-miR-7851-3p	MIMAT0030426	0.93597381358405
211	TRIM4	ENSG00000146833	hsa-miR-7851-3p	MIMAT0030426	0.935780877223835
212	LST1	ENSG00000204482	hsa-miR-3682-3p	MIMAT0018110	0.935435997452257
213	IGSF9B	ENSG00000080854	hsa-miR-217-3p	MIMAT0037308	0.935037131435256
214	GREM1	ENSG00000166923	hsa-miR-7851-3p	MIMAT0030426	0.934677479841825
215	ZBED6	ENSG00000257315	hsa-miR-217-3p	MIMAT0037308	0.934633465077653
216	RANBP17	ENSG00000204764	hsa-miR-3682-3p	MIMAT0018110	0.934294193927072
217	HSBP1	ENSG00000230989	hsa-miR-649	MIMAT0003319	0.934110184969997
218	BMP8A	ENSG00000183682	hsa-miR-7851-3p	MIMAT0030426	0.933877958886055
219	TNFAIP2	ENSG00000185215	hsa-miR-7851-3p	MIMAT0030426	0.933796306282917
220	XKR4	ENSG00000206579	hsa-miR-3682-3p	MIMAT0018110	0.933742144171512
221	C1orf141	ENSG00000203963	hsa-miR-3682-3p	MIMAT0018110	0.933544766597312
222	CYP1A1	ENSG00000140465	hsa-miR-7851-3p	MIMAT0030426	0.933440761072197
223	STOX2	ENSG00000173320	hsa-miR-217-3p	MIMAT0037308	0.933304806918891
224	TMEM104	ENSG00000109066	hsa-miR-7851-3p	MIMAT0030426	0.933302901772752
225	TNRC6B	ENSG00000100354	hsa-miR-649	MIMAT0003319	0.933301645170858
226	ZC3H6	ENSG00000188177	hsa-miR-217-3p	MIMAT0037308	0.932790048301194
227	FBXW2	ENSG00000119402	hsa-miR-3682-3p	MIMAT0018110	0.932613115028224
228	ELAVL3	ENSG00000196361	hsa-miR-649	MIMAT0003319	0.932317261676234
229	MON2	ENSG00000061987	hsa-miR-217-3p	MIMAT0037308	0.932266523861285
230	ARMC5	ENSG00000140691	hsa-miR-7851-3p	MIMAT0030426	0.932205507475208
231	HS6ST2	ENSG00000171004	hsa-miR-217-3p	MIMAT0037308	0.93208534217683
232	RSPO3	ENSG00000146374	hsa-miR-3682-3p	MIMAT0018110	0.931935508763719
233	SLC38A1	ENSG00000111371	hsa-miR-7851-3p	MIMAT0030426	0.931888358857855
234	SLC1A3	ENSG00000079215	hsa-miR-7851-3p	MIMAT0030426	0.931856580523433
235	CYRIA	ENSG00000197872	hsa-miR-7851-3p	MIMAT0030426	0.931818497952236
236	AIDA	ENSG00000186063	hsa-miR-649	MIMAT0003319	0.931567600130254
237	CTBS	ENSG00000117151	hsa-miR-217-3p	MIMAT0037308	0.931471388893615
238	FAM122A	ENSG00000187866	hsa-miR-217-3p	MIMAT0037308	0.931128126316897
239	GFOD2	ENSG00000141098	hsa-miR-7851-3p	MIMAT0030426	0.9311213328909
240	HEMK1	ENSG00000114735	hsa-miR-7851-3p	MIMAT0030426	0.93109910447108
241	SENP5	ENSG00000119231	hsa-miR-649	MIMAT0003319	0.930906425033567
242	SOX11	ENSG00000176887	hsa-miR-217-3p	MIMAT0037308	0.930676502219829
243	ZNF850	ENSG00000267041	hsa-miR-7851-3p	MIMAT0030426	0.930629323501269
244	LPP	ENSG00000145012	hsa-miR-3682-3p	MIMAT0018110	0.930616514462984
245	TOR1AIP2	ENSG00000169905	hsa-miR-649	MIMAT0003319	0.930491854689464
246	ABCC8	ENSG00000006071	hsa-miR-3682-3p	MIMAT0018110	0.930470571238122
247	GNAQ	ENSG00000156052	hsa-miR-7851-3p	MIMAT0030426	0.930153929231851
248	KALRN	ENSG00000160145	hsa-miR-649	MIMAT0003319	0.929932050495558
249	AP3B2	ENSG00000103723	hsa-miR-3682-3p	MIMAT0018110	0.929747092552953
250	FARSB	ENSG00000116120	hsa-miR-7851-3p	MIMAT0030426	0.929136878884884
251	RASGEF1B	ENSG00000138670	hsa-miR-7851-3p	MIMAT0030426	0.929118163460213
252	STX6	ENSG00000135823	hsa-miR-7851-3p	MIMAT0030426	0.928906977291616
253	SERF1A	ENSG00000172058	hsa-miR-7851-3p	MIMAT0030426	0.928057397854171
254	DDX46	ENSG00000145833	hsa-miR-3682-3p	MIMAT0018110	0.928037548829452
255	DNAL1	ENSG00000119661	hsa-miR-217-3p	MIMAT0037308	0.927519398980591
256	NFAT5	ENSG00000102908	hsa-miR-217-3p	MIMAT0037308	0.927494015726329
257	STK3	ENSG00000104375	hsa-miR-7851-3p	MIMAT0030426	0.927326421704894
258	NOX1	ENSG00000007952	hsa-miR-7851-3p	MIMAT0030426	0.92669548118817
259	ARL6IP1	ENSG00000170540	hsa-miR-217-3p	MIMAT0037308	0.926563302040645
260	CRIPT	ENSG00000119878	hsa-miR-3682-3p	MIMAT0018110	0.926207490270066
261	SCIN	ENSG00000006747	hsa-miR-217-3p	MIMAT0037308	0.925711679128444
262	SMU1	ENSG00000122692	hsa-miR-7851-3p	MIMAT0030426	0.9256549250558
263	FAT3	ENSG00000165323	hsa-miR-649	MIMAT0003319	0.925075875529213
264	PSD2	ENSG00000146005	hsa-miR-7851-3p	MIMAT0030426	0.924627915777911
265	DRAXIN	ENSG00000162490	hsa-miR-7851-3p	MIMAT0030426	0.924355176329826
266	C5orf24	ENSG00000181904	hsa-miR-3682-3p	MIMAT0018110	0.924298358084638
267	HNRNPA1L2	ENSG00000139675	hsa-miR-649	MIMAT0003319	0.923715859962704
268	SPTLC2	ENSG00000100596	hsa-miR-7851-3p	MIMAT0030426	0.923659814269642
269	ELK4	ENSG00000158711	hsa-miR-7851-3p	MIMAT0030426	0.922662150284198
270	TRDMT1	ENSG00000107614	hsa-miR-3682-3p	MIMAT0018110	0.922458722437654
271	SNRPD1	ENSG00000167088	hsa-miR-649	MIMAT0003319	0.921812393905662
272	IYD	ENSG00000009765	hsa-miR-7851-3p	MIMAT0030426	0.921731590071415
273	FOXG1	ENSG00000176165	hsa-miR-7851-3p	MIMAT0030426	0.921718132096388
274	SNRNP200	ENSG00000144028	hsa-miR-649	MIMAT0003319	0.921681583710982
275	DIAPH3	ENSG00000139734	hsa-miR-3682-3p	MIMAT0018110	0.921372412712201
276	INPP5K	ENSG00000132376	hsa-miR-649	MIMAT0003319	0.920733958784248
277	CYP4F3	ENSG00000186529	hsa-miR-7851-3p	MIMAT0030426	0.920572809602631
278	ANKEF1	ENSG00000132623	hsa-miR-7851-3p	MIMAT0030426	0.920503939848022
279	C2CD2L	ENSG00000172375	hsa-miR-7851-3p	MIMAT0030426	0.920363275570207
280	ERVV-2	ENSG00000268964	hsa-miR-217-3p	MIMAT0037308	0.920106255796686
281	OR52I1	ENSG00000232268	hsa-miR-7851-3p	MIMAT0030426	0.919599518940636
282	ALCAM	ENSG00000170017	hsa-miR-649	MIMAT0003319	0.919310199963547
283	ABCA13	ENSG00000179869	hsa-miR-7851-3p	MIMAT0030426	0.919169469169345
284	DDX24	ENSG00000089737	hsa-miR-7851-3p	MIMAT0030426	0.919138060060128
285	OSBPL3	ENSG00000070882	hsa-miR-7851-3p	MIMAT0030426	0.919079595805264
286	DHH	ENSG00000139549	hsa-miR-7851-3p	MIMAT0030426	0.918814327013865
287	SMARCA2	ENSG00000080503	hsa-miR-3682-3p	MIMAT0018110	0.91869241530338
288	MMP16	ENSG00000156103	hsa-miR-3682-3p	MIMAT0018110	0.918492912931331
289	ANKLE2	ENSG00000176915	hsa-miR-7851-3p	MIMAT0030426	0.918382621906956
290	CKAP2	ENSG00000136108	hsa-miR-649	MIMAT0003319	0.918226252976479
291	CHEK2	ENSG00000183765	hsa-miR-3682-3p	MIMAT0018110	0.918120357983236
292	KRT38	ENSG00000171360	hsa-miR-7851-3p	MIMAT0030426	0.91793615887042
293	TK2	ENSG00000166548	hsa-miR-7851-3p	MIMAT0030426	0.917796326832488
294	NXPH1	ENSG00000122584	hsa-miR-3682-3p	MIMAT0018110	0.917535929502394
295	XKR4	ENSG00000206579	hsa-miR-217-3p	MIMAT0037308	0.917272059089251
296	REELD1	ENSG00000250673	hsa-miR-217-3p	MIMAT0037308	0.917050117411991
297	SP4	ENSG00000105866	hsa-miR-217-3p	MIMAT0037308	0.916985411369357
298	CBX5	ENSG00000094916	hsa-miR-217-3p	MIMAT0037308	0.916973587532009
299	THEM4	ENSG00000159445	hsa-miR-7851-3p	MIMAT0030426	0.916910488407803
300	KCNMA1	ENSG00000156113	hsa-miR-7851-3p	MIMAT0030426	0.916869224469913
301	CACNB1	ENSG00000067191	hsa-miR-3682-3p	MIMAT0018110	0.916804886892011
