I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
47	CCL1	ENSG00000108702	hsa-miR-21-5p	MIMAT0000076	0.999737238100938
48	THY1	ENSG00000154096	hsa-miR-6127	MIMAT0024610	0.999724857757704
49	NMNAT3	ENSG00000163864	hsa-miR-130a-5p	MIMAT0004593	0.999721552777082
50	USB1	ENSG00000103005	hsa-miR-6758-5p	MIMAT0027416	0.99971317938087
51	CDC27	ENSG00000004897	hsa-miR-1911-5p	MIMAT0007885	0.999705204059443
52	DDI2	ENSG00000197312	hsa-miR-5008-5p	MIMAT0021039	0.999669301800907
53	CTNNBIP1	ENSG00000178585	hsa-miR-224-5p	MIMAT0000281	0.99965986222123
54	LIN28B	ENSG00000187772	hsa-miR-4458	MIMAT0018980	0.999659172123343
55	C14orf28	ENSG00000179476	hsa-miR-4458	MIMAT0018980	0.99965334751841
56	GID4	ENSG00000141034	hsa-miR-21-5p	MIMAT0000076	0.999647233764035
57	CNKSR2	ENSG00000149970	hsa-miR-21-5p	MIMAT0000076	0.999631321305836
58	RECK	ENSG00000122707	hsa-miR-21-5p	MIMAT0000076	0.99960521585699
59	PPP2R5C	ENSG00000078304	hsa-miR-183-5p	MIMAT0000261	0.999594797506582
60	LRP6	ENSG00000070018	hsa-miR-183-5p	MIMAT0000261	0.999585433427591
61	OAS1	ENSG00000089127	hsa-miR-661	MIMAT0003324	0.999575372665708
62	CERS2	ENSG00000143418	hsa-miR-5008-5p	MIMAT0021039	0.999556272678924
63	IFITM10	ENSG00000244242	hsa-miR-6127	MIMAT0024610	0.999547582101168
64	SKI	ENSG00000157933	hsa-miR-21-5p	MIMAT0000076	0.99951920329809
65	PDCD4	ENSG00000150593	hsa-miR-21-5p	MIMAT0000076	0.999516523957153
66	SACS	ENSG00000151835	hsa-miR-183-5p	MIMAT0000261	0.999510813242376
67	GRIN2D	ENSG00000105464	hsa-miR-4695-5p	MIMAT0019788	0.999491081375732
68	ARID3B	ENSG00000179361	hsa-miR-4458	MIMAT0018980	0.999480905276042
69	NCR3LG1	ENSG00000188211	hsa-miR-6783-5p	MIMAT0027466	0.999452148553136
70	PPP2CB	ENSG00000104695	hsa-miR-183-5p	MIMAT0000261	0.99942928908416
71	DIO1	ENSG00000211452	hsa-miR-224-5p	MIMAT0000281	0.99942471642618
72	GPR26	ENSG00000154478	hsa-miR-4695-5p	MIMAT0019788	0.999386836374553
73	GABPB2	ENSG00000143458	hsa-miR-661	MIMAT0003324	0.999385881221096
74	PRRC2C	ENSG00000117523	hsa-miR-4687-3p	MIMAT0019775	0.999373128836894
75	FGF12	ENSG00000114279	hsa-miR-7157-3p	MIMAT0028225	0.999358322118732
76	HLA-DQA2	ENSG00000237541	hsa-miR-765	MIMAT0003945	0.999326094568816
77	FXR2	ENSG00000129245	hsa-miR-5008-5p	MIMAT0021039	0.999321884208062
78	ZDHHC11B	ENSG00000206077	hsa-miR-7157-3p	MIMAT0028225	0.999314485883588
79	SPDYE17	ENSG00000186645	hsa-miR-6783-5p	MIMAT0027466	0.999271001562298
80	ZNF583	ENSG00000198440	hsa-miR-6127	MIMAT0024610	0.999265688449609
81	HTR2A	ENSG00000102468	hsa-miR-183-5p	MIMAT0000261	0.99921260154102
82	NOVA1	ENSG00000139910	hsa-miR-1252-3p	MIMAT0026744	0.999193396091938
83	BPY2C	ENSG00000185894	hsa-miR-657	MIMAT0003335	0.99916034523617
84	STMN2	ENSG00000104435	hsa-miR-940	MIMAT0004983	0.999155231849716
85	BTG1	ENSG00000133639	hsa-miR-183-5p	MIMAT0000261	0.999146351265793
86	PSMA3	ENSG00000100567	hsa-miR-4685-5p	MIMAT0019771	0.999137883163863
87	BPY2	ENSG00000183753	hsa-miR-657	MIMAT0003335	0.999136409737906
88	TMEM184C	ENSG00000164168	hsa-miR-183-5p	MIMAT0000261	0.999129333922298
89	BPY2B	ENSG00000183795	hsa-miR-657	MIMAT0003335	0.999120134269921
90	C1QBP	ENSG00000108561	hsa-miR-765	MIMAT0003945	0.999110460946806
91	FGF18	ENSG00000156427	hsa-miR-224-5p	MIMAT0000281	0.999079510388094
92	CLCN5	ENSG00000171365	hsa-miR-7157-3p	MIMAT0028225	0.999077873871217
93	PCGF6	ENSG00000156374	hsa-miR-7855-5p	MIMAT0030430	0.999076296570319
94	DPYSL2	ENSG00000092964	hsa-miR-224-5p	MIMAT0000281	0.999075256310757
95	CLYBL	ENSG00000125246	hsa-miR-6783-5p	MIMAT0027466	0.999056864115274
96	SP4	ENSG00000105866	hsa-miR-7157-3p	MIMAT0028225	0.999051772657193
97	PURA	ENSG00000185129	hsa-miR-7855-5p	MIMAT0030430	0.999046035516486
98	PELI1	ENSG00000197329	hsa-miR-21-5p	MIMAT0000076	0.998994250019038
99	EVPLL	ENSG00000214860	hsa-miR-765	MIMAT0003945	0.998972991779596
100	KIDINS220	ENSG00000134313	hsa-miR-7855-5p	MIMAT0030430	0.998957271300395
101	NR2F2	ENSG00000185551	hsa-miR-4687-3p	MIMAT0019775	0.998942308845314
102	KLK4	ENSG00000167749	hsa-miR-6127	MIMAT0024610	0.998938488499198
103	MYO1A	ENSG00000166866	hsa-miR-765	MIMAT0003945	0.998895395945125
104	SPAAR	ENSG00000235387	hsa-miR-4446-3p	MIMAT0018965	0.9988896955995
105	PLP2	ENSG00000102007	hsa-miR-765	MIMAT0003945	0.998880290614069
106	REV3L	ENSG00000009413	hsa-miR-183-5p	MIMAT0000261	0.998875463429204
107	PPP2R5A	ENSG00000066027	hsa-miR-224-5p	MIMAT0000281	0.998839031991391
108	FAM214B	ENSG00000005238	hsa-miR-661	MIMAT0003324	0.998826912035542
109	USP31	ENSG00000103404	hsa-miR-4687-3p	MIMAT0019775	0.998826420058354
110	RBMS1	ENSG00000153250	hsa-miR-183-5p	MIMAT0000261	0.998817691551434
111	STAG2	ENSG00000101972	hsa-miR-21-5p	MIMAT0000076	0.998817460513816
112	OR6C4	ENSG00000179626	hsa-miR-765	MIMAT0003945	0.998800818039627
113	IGDCC3	ENSG00000174498	hsa-miR-4458	MIMAT0018980	0.998760274831408
114	PTGFRN	ENSG00000134247	hsa-miR-6758-5p	MIMAT0027416	0.998746320776421
115	SOX5	ENSG00000134532	hsa-miR-21-5p	MIMAT0000076	0.998746170764704
116	RNF24	ENSG00000101236	hsa-miR-6127	MIMAT0024610	0.998730364051699
117	BRWD1	ENSG00000185658	hsa-miR-4465	MIMAT0018992	0.998687990632993
118	TTN	ENSG00000155657	hsa-miR-765	MIMAT0003945	0.9986797954994
119	ZBTB7C	ENSG00000184828	hsa-miR-224-5p	MIMAT0000281	0.998674939294699
120	SUSD6	ENSG00000100647	hsa-miR-1911-5p	MIMAT0007885	0.998653928551003
121	SCML2	ENSG00000102098	hsa-miR-21-5p	MIMAT0000076	0.998649915109386
122	GABRG2	ENSG00000113327	hsa-miR-6127	MIMAT0024610	0.998649605450802
123	KDM7A	ENSG00000006459	hsa-miR-21-5p	MIMAT0000076	0.998649112456076
124	PCDH9	ENSG00000184226	hsa-miR-130a-5p	MIMAT0004593	0.9986462673097
125	VIPAS39	ENSG00000151445	hsa-miR-4695-5p	MIMAT0019788	0.998645925013595
126	ZNF83	ENSG00000167766	hsa-miR-661	MIMAT0003324	0.998640944325592
127	GSTM2	ENSG00000213366	hsa-miR-6822-3p	MIMAT0027545	0.99860957169799
128	FRS2	ENSG00000166225	hsa-miR-1911-5p	MIMAT0007885	0.998596232332538
129	TET2	ENSG00000168769	hsa-miR-4465	MIMAT0018992	0.99859122223654
130	SPICE1	ENSG00000163611	hsa-miR-4685-5p	MIMAT0019771	0.998564315176417
131	PDIK1L	ENSG00000175087	hsa-miR-1911-5p	MIMAT0007885	0.998563043409806
132	ACVR2A	ENSG00000121989	hsa-miR-6127	MIMAT0024610	0.99855802839229
133	CYSTM1	ENSG00000120306	hsa-miR-224-5p	MIMAT0000281	0.998545685860919
134	MICB	ENSG00000204516	hsa-miR-183-5p	MIMAT0000261	0.998544125090024
135	PTPN12	ENSG00000127947	hsa-miR-940	MIMAT0004983	0.998512773370581
136	STIM2	ENSG00000109689	hsa-miR-224-5p	MIMAT0000281	0.998504295456512
137	ARMCX2	ENSG00000184867	hsa-miR-224-5p	MIMAT0000281	0.998491154191601
138	TTC7B	ENSG00000165914	hsa-miR-183-5p	MIMAT0000261	0.998488119317896
139	ELAVL2	ENSG00000107105	hsa-miR-224-5p	MIMAT0000281	0.99847658089463
140	GNAQ	ENSG00000156052	hsa-miR-6758-5p	MIMAT0027416	0.998450715174034
141	YOD1	ENSG00000180667	hsa-miR-21-5p	MIMAT0000076	0.99843936908599
142	LRFN3	ENSG00000126243	hsa-miR-7855-5p	MIMAT0030430	0.998427067031316
143	HLA-DQA1	ENSG00000196735	hsa-miR-765	MIMAT0003945	0.998425691143726
144	CEP97	ENSG00000182504	hsa-miR-183-5p	MIMAT0000261	0.998405438937264
145	ARHGAP21	ENSG00000107863	hsa-miR-224-5p	MIMAT0000281	0.998390717082861
146	RLF	ENSG00000117000	hsa-miR-224-5p	MIMAT0000281	0.998350965414135
147	MYCBP	ENSG00000214114	hsa-miR-224-5p	MIMAT0000281	0.998348014965795
148	GNG5	ENSG00000174021	hsa-miR-183-5p	MIMAT0000261	0.998344243565407
149	CD200	ENSG00000091972	hsa-miR-4465	MIMAT0018992	0.998340727646016
150	NFIB	ENSG00000147862	hsa-miR-21-5p	MIMAT0000076	0.998337642109346
151	MBNL1	ENSG00000152601	hsa-miR-183-5p	MIMAT0000261	0.998317978214011
152	RBFOX2	ENSG00000100320	hsa-miR-4292	MIMAT0016919	0.998295840411712
153	MTAP	ENSG00000099810	hsa-miR-940	MIMAT0004983	0.998293298580276
154	MBNL1	ENSG00000152601	hsa-miR-7157-3p	MIMAT0028225	0.998286328321022
155	GRIP1	ENSG00000155974	hsa-miR-7157-3p	MIMAT0028225	0.998258412456538
156	UBXN2B	ENSG00000215114	hsa-miR-4687-3p	MIMAT0019775	0.998249078805669
157	PKD2	ENSG00000118762	hsa-miR-183-5p	MIMAT0000261	0.998223285209714
158	NCR3LG1	ENSG00000188211	hsa-miR-765	MIMAT0003945	0.998209228456196
159	CD2AP	ENSG00000198087	hsa-miR-224-5p	MIMAT0000281	0.998199836825065
160	ELP4	ENSG00000109911	hsa-miR-4687-3p	MIMAT0019775	0.998194599907502
161	LIMCH1	ENSG00000064042	hsa-miR-7157-3p	MIMAT0028225	0.998187813572073
162	FAM110D	ENSG00000197245	hsa-miR-5008-5p	MIMAT0021039	0.99813925558582
163	SREK1IP1	ENSG00000153006	hsa-miR-183-5p	MIMAT0000261	0.998118073430287
164	EPHA5	ENSG00000145242	hsa-miR-1252-3p	MIMAT0026744	0.998110348727758
165	TMEM260	ENSG00000070269	hsa-miR-224-5p	MIMAT0000281	0.998088004979503
166	SLAIN1	ENSG00000139737	hsa-miR-183-5p	MIMAT0000261	0.998000079790766
167	IL12A	ENSG00000168811	hsa-miR-21-5p	MIMAT0000076	0.997996097869764
168	SLC2A14	ENSG00000173262	hsa-miR-4465	MIMAT0018992	0.997987793183876
169	ACADVL	ENSG00000072778	hsa-miR-5008-5p	MIMAT0021039	0.997961605884664
170	NTN4	ENSG00000074527	hsa-miR-183-5p	MIMAT0000261	0.997958105429609
171	MCOLN3	ENSG00000055732	hsa-miR-765	MIMAT0003945	0.997945944974958
172	DDX56	ENSG00000136271	hsa-miR-661	MIMAT0003324	0.99794541226424
173	GJD2	ENSG00000159248	hsa-miR-183-5p	MIMAT0000261	0.997941168587818
174	JAZF1	ENSG00000153814	hsa-miR-4687-3p	MIMAT0019775	0.997932767428965
175	DENND11	ENSG00000257093	hsa-miR-5008-5p	MIMAT0021039	0.997924481251413
176	C12orf56	ENSG00000185306	hsa-miR-4685-5p	MIMAT0019771	0.99792015355194
177	ARAF	ENSG00000078061	hsa-miR-7157-3p	MIMAT0028225	0.997897096380386
178	FIGN	ENSG00000182263	hsa-miR-4458	MIMAT0018980	0.997850434840509
179	KCNG4	ENSG00000168418	hsa-miR-661	MIMAT0003324	0.997847113027256
180	TTN	ENSG00000155657	hsa-miR-130a-5p	MIMAT0004593	0.997846625829463
181	IL21	ENSG00000138684	hsa-miR-21-5p	MIMAT0000076	0.997825044112341
182	STC1	ENSG00000159167	hsa-miR-7855-5p	MIMAT0030430	0.997811322939959
183	FLRT2	ENSG00000185070	hsa-miR-1252-3p	MIMAT0026744	0.997805983577883
184	TMPRSS4	ENSG00000137648	hsa-miR-5008-5p	MIMAT0021039	0.997792311143964
185	KANTR	ENSG00000232593	hsa-miR-6758-5p	MIMAT0027416	0.997791869004798
186	CNOT6	ENSG00000113300	hsa-miR-6127	MIMAT0024610	0.997779676949127
187	EXPH5	ENSG00000110723	hsa-miR-661	MIMAT0003324	0.997767387275205
188	RPS6KA5	ENSG00000100784	hsa-miR-4695-5p	MIMAT0019788	0.997746871649242
189	L3MBTL3	ENSG00000198945	hsa-miR-183-5p	MIMAT0000261	0.997740132299732
190	CDK8	ENSG00000132964	hsa-miR-224-5p	MIMAT0000281	0.997686565034
191	MAP3K1	ENSG00000095015	hsa-miR-1911-5p	MIMAT0007885	0.997683324016006
192	PPP1R10	ENSG00000204569	hsa-miR-6822-3p	MIMAT0027545	0.997679365990083
193	GAD2	ENSG00000136750	hsa-miR-6758-5p	MIMAT0027416	0.99764836767628
194	ZNF462	ENSG00000148143	hsa-miR-4465	MIMAT0018992	0.997643921617493
195	CS	ENSG00000062485	hsa-miR-4695-5p	MIMAT0019788	0.997620953719533
196	MFHAS1	ENSG00000147324	hsa-miR-4465	MIMAT0018992	0.997616993419715
197	ZNF518A	ENSG00000177853	hsa-miR-4687-3p	MIMAT0019775	0.997551289805615
198	LIFR	ENSG00000113594	hsa-miR-7157-3p	MIMAT0028225	0.997534048661575
199	PROX1	ENSG00000117707	hsa-miR-6783-5p	MIMAT0027466	0.997530330476295
200	NTSR1	ENSG00000101188	hsa-miR-5008-5p	MIMAT0021039	0.997516657607839
201	CADM1	ENSG00000182985	hsa-miR-6127	MIMAT0024610	0.997514954205228
202	EWSR1	ENSG00000182944	hsa-miR-5008-5p	MIMAT0021039	0.997501938535433
203	BIVM	ENSG00000134897	hsa-miR-7157-3p	MIMAT0028225	0.997490159658066
204	KCTD20	ENSG00000112078	hsa-miR-4685-5p	MIMAT0019771	0.997470446208076
205	PCDHA12	ENSG00000251664	hsa-miR-4687-3p	MIMAT0019775	0.997437355469469
206	ARID1A	ENSG00000117713	hsa-miR-765	MIMAT0003945	0.99742792090733
207	STRADB	ENSG00000082146	hsa-miR-4465	MIMAT0018992	0.997406180080071
208	TTN	ENSG00000155657	hsa-miR-7855-5p	MIMAT0030430	0.997393984991672
209	NSD3	ENSG00000147548	hsa-miR-224-5p	MIMAT0000281	0.997326900190593
210	DNAJC21	ENSG00000168724	hsa-miR-224-5p	MIMAT0000281	0.997293439358189
211	NCKAP1	ENSG00000061676	hsa-miR-1252-3p	MIMAT0026744	0.997291500420305
212	TMEM121B	ENSG00000183307	hsa-miR-6758-5p	MIMAT0027416	0.997290290239786
213	ZNF630	ENSG00000221994	hsa-miR-6127	MIMAT0024610	0.997286035188841
214	KDM7A	ENSG00000006459	hsa-miR-1252-3p	MIMAT0026744	0.997281607699536
215	GPATCH1	ENSG00000076650	hsa-miR-765	MIMAT0003945	0.997238709189716
216	NRG1	ENSG00000157168	hsa-miR-183-5p	MIMAT0000261	0.997213680071155
217	SEL1L	ENSG00000071537	hsa-miR-183-5p	MIMAT0000261	0.997207302958184
218	IGF2BP1	ENSG00000159217	hsa-miR-4458	MIMAT0018980	0.997190110067831
219	C11orf58	ENSG00000110696	hsa-miR-7157-3p	MIMAT0028225	0.997155613566417
220	SMOC2	ENSG00000112562	hsa-miR-7855-5p	MIMAT0030430	0.997147665269526
221	RC3H2	ENSG00000056586	hsa-miR-1252-3p	MIMAT0026744	0.997144029800823
222	TNKS2	ENSG00000107854	hsa-miR-224-5p	MIMAT0000281	0.997121357401401
223	MARCHF6	ENSG00000145495	hsa-miR-1911-5p	MIMAT0007885	0.997014270459273
224	CHST9	ENSG00000154080	hsa-miR-4687-3p	MIMAT0019775	0.997010664464709
225	ROBO2	ENSG00000185008	hsa-miR-183-5p	MIMAT0000261	0.996965240891517
226	YOD1	ENSG00000180667	hsa-miR-224-5p	MIMAT0000281	0.996947413960037
227	GRIN2B	ENSG00000273079	hsa-miR-765	MIMAT0003945	0.996916578909529
228	ERV3-1	ENSG00000213462	hsa-miR-940	MIMAT0004983	0.996904415383751
229	RYBP	ENSG00000163602	hsa-miR-7157-3p	MIMAT0028225	0.996880920304932
230	MAPRE1	ENSG00000101367	hsa-miR-6127	MIMAT0024610	0.996879516301837
231	SESN3	ENSG00000149212	hsa-miR-4687-3p	MIMAT0019775	0.996858199316897
232	H3-3B	ENSG00000132475	hsa-miR-224-5p	MIMAT0000281	0.996833940890226
233	CHSY1	ENSG00000131873	hsa-miR-224-5p	MIMAT0000281	0.99681605355112
234	RALBP1	ENSG00000017797	hsa-miR-4687-3p	MIMAT0019775	0.996804820727889
235	SOX6	ENSG00000110693	hsa-miR-1252-3p	MIMAT0026744	0.996609484803767
236	CSTB	ENSG00000160213	hsa-miR-6127	MIMAT0024610	0.996587202656596
237	ATP2C1	ENSG00000017260	hsa-miR-224-5p	MIMAT0000281	0.996490341731343
238	TNRC6B	ENSG00000100354	hsa-miR-4465	MIMAT0018992	0.99643467798891
239	MYRIP	ENSG00000170011	hsa-miR-4687-3p	MIMAT0019775	0.996428507198783
240	Z82206.1	ENSG00000225528	hsa-miR-6758-5p	MIMAT0027416	0.996377357220042
241	C18orf25	ENSG00000152242	hsa-miR-224-5p	MIMAT0000281	0.996366262873334
242	LMLN	ENSG00000185621	hsa-miR-92a-1-5p	MIMAT0004507	0.996364570463978
243	DCAF7	ENSG00000136485	hsa-miR-4695-5p	MIMAT0019788	0.996360853326211
244	JHY	ENSG00000109944	hsa-miR-183-5p	MIMAT0000261	0.99635909904389
245	SLITRK5	ENSG00000165300	hsa-miR-1252-3p	MIMAT0026744	0.99632135491378
246	HECTD1	ENSG00000092148	hsa-miR-7157-3p	MIMAT0028225	0.996310779672915
247	LHX9	ENSG00000143355	hsa-miR-7157-3p	MIMAT0028225	0.99626919352944
248	NABP1	ENSG00000173559	hsa-miR-4465	MIMAT0018992	0.996267586232798
249	USP9X	ENSG00000124486	hsa-miR-940	MIMAT0004983	0.996261426121379
250	SKP2	ENSG00000145604	hsa-miR-21-5p	MIMAT0000076	0.996226289069132
251	FCHO2	ENSG00000157107	hsa-miR-183-5p	MIMAT0000261	0.996199527737207
252	FAM120C	ENSG00000184083	hsa-miR-940	MIMAT0004983	0.996178223199079
253	FHOD3	ENSG00000134775	hsa-miR-7157-3p	MIMAT0028225	0.996154524168508
254	ST8SIA5	ENSG00000101638	hsa-miR-6127	MIMAT0024610	0.996144035453068
255	ATP10B	ENSG00000118322	hsa-miR-661	MIMAT0003324	0.996134027826506
256	FANCF	ENSG00000183161	hsa-miR-7855-5p	MIMAT0030430	0.996120818221439
257	NWD2	ENSG00000174145	hsa-miR-224-5p	MIMAT0000281	0.996101444317029
258	POLR2G	ENSG00000168002	hsa-miR-4695-5p	MIMAT0019788	0.996069168443007
259	DRICH1	ENSG00000189269	hsa-miR-6758-5p	MIMAT0027416	0.996066498331577
260	NAB1	ENSG00000138386	hsa-miR-4687-3p	MIMAT0019775	0.996052804763536
261	FRK	ENSG00000111816	hsa-miR-224-5p	MIMAT0000281	0.996050010841073
262	ELP1	ENSG00000070061	hsa-miR-4685-5p	MIMAT0019771	0.99598178878961
263	DIDO1	ENSG00000101191	hsa-miR-7157-3p	MIMAT0028225	0.995976559082787
264	KCNC4	ENSG00000116396	hsa-miR-4685-5p	MIMAT0019771	0.995965614433815
265	KRTAP5-9	ENSG00000254997	hsa-miR-661	MIMAT0003324	0.995964125299574
266	NCCRP1	ENSG00000188505	hsa-miR-661	MIMAT0003324	0.995886794845934
267	CIPC	ENSG00000198894	hsa-miR-4465	MIMAT0018992	0.995862411606148
268	ZDHHC9	ENSG00000188706	hsa-miR-765	MIMAT0003945	0.995815189028305
269	LDB3	ENSG00000122367	hsa-miR-7855-5p	MIMAT0030430	0.995812957092585
270	MAP3K2	ENSG00000169967	hsa-miR-1911-5p	MIMAT0007885	0.995811853392502
271	SLC4A7	ENSG00000033867	hsa-miR-940	MIMAT0004983	0.995753970250648
272	MGAT4C	ENSG00000182050	hsa-miR-1252-3p	MIMAT0026744	0.995750468190707
273	TEX15	ENSG00000133863	hsa-miR-4687-3p	MIMAT0019775	0.995750024061723
274	PKP4	ENSG00000144283	hsa-miR-183-5p	MIMAT0000261	0.99572922109165
275	ACVR2B	ENSG00000114739	hsa-miR-183-5p	MIMAT0000261	0.995719881211579
276	REV3L	ENSG00000009413	hsa-miR-4458	MIMAT0018980	0.995651653592141
277	GSK3B	ENSG00000082701	hsa-miR-4465	MIMAT0018992	0.99560429983813
278	FRMD6	ENSG00000139926	hsa-miR-183-5p	MIMAT0000261	0.995594680458422
279	TP53TG3D	ENSG00000205456	hsa-miR-940	MIMAT0004983	0.995573223016868
280	RNF175	ENSG00000145428	hsa-miR-765	MIMAT0003945	0.995572736282955
281	FAXC	ENSG00000146267	hsa-miR-4446-3p	MIMAT0018965	0.995553686025584
282	KIAA1143	ENSG00000163807	hsa-miR-6783-5p	MIMAT0027466	0.995498871664695
283	PTPN6	ENSG00000111679	hsa-miR-4685-5p	MIMAT0019771	0.995488363810908
284	TP53TG3F	ENSG00000278848	hsa-miR-940	MIMAT0004983	0.995397645345474
285	MLH3	ENSG00000119684	hsa-miR-661	MIMAT0003324	0.995377981339904
286	SLC6A5	ENSG00000165970	hsa-miR-4458	MIMAT0018980	0.995352708617492
287	TP53TG3	ENSG00000183632	hsa-miR-940	MIMAT0004983	0.995300301660972
288	TP53TG3E	ENSG00000275034	hsa-miR-940	MIMAT0004983	0.995266712625539
289	KLF9	ENSG00000119138	hsa-miR-7157-3p	MIMAT0028225	0.995253059898561
290	MLH1	ENSG00000076242	hsa-miR-4695-5p	MIMAT0019788	0.995248247362594
291	PUDP	ENSG00000130021	hsa-miR-4695-5p	MIMAT0019788	0.995204395071962
292	SLC26A9	ENSG00000174502	hsa-miR-224-5p	MIMAT0000281	0.995145479604656
293	PDE2A	ENSG00000186642	hsa-miR-940	MIMAT0004983	0.995121299112704
294	SRGAP1	ENSG00000196935	hsa-miR-765	MIMAT0003945	0.995100043013517
295	TULP4	ENSG00000130338	hsa-miR-765	MIMAT0003945	0.995093582992371
296	USP42	ENSG00000106346	hsa-miR-4685-5p	MIMAT0019771	0.9950751839977
297	INSM2	ENSG00000168348	hsa-miR-6783-5p	MIMAT0027466	0.995061924758878
298	FO393400.1	ENSG00000285382	hsa-miR-4695-5p	MIMAT0019788	0.994976016629621
299	RND3	ENSG00000115963	hsa-miR-224-5p	MIMAT0000281	0.994958212256963
300	SELP	ENSG00000174175	hsa-miR-6127	MIMAT0024610	0.994952050885947
301	PCDH9	ENSG00000184226	hsa-miR-1252-3p	MIMAT0026744	0.994920973722486
302	PEX26	ENSG00000215193	hsa-miR-4695-5p	MIMAT0019788	0.994916483289521
303	SPDYE5	ENSG00000170092	hsa-miR-6783-5p	MIMAT0027466	0.994902306352391
304	FKBP7	ENSG00000079150	hsa-miR-6783-5p	MIMAT0027466	0.994891412821713
305	MPZL1	ENSG00000197965	hsa-miR-661	MIMAT0003324	0.994863816271566
